probe_family,variable_id,variable,activation_representation,activation_layer_idx,activation_layer_name,activation_val_auroc,activation_val_auroc_ci_lower,activation_val_auroc_ci_upper,activation_test_auroc,activation_test_auroc_ci_lower,activation_test_auroc_ci_upper,activation_test_accuracy,best_text_model_kind,best_text_val_auroc,best_text_val_auroc_ci_lower,best_text_val_auroc_ci_upper,best_text_test_auroc,best_text_test_auroc_ci_lower,best_text_test_auroc_ci_upper,activation_minus_text_test_auroc,best_null_val_auroc,best_null_test_auroc,activation_minus_null_test_auroc,suspiciously_high_test_auroc,possible_overfit,weak_signal
delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5000000000000001,0.38441059883004924,0.6153853873946206,0.5,0.3899376517433896,0.6135602949787732,0.5,,,,True,False,False
delta_direction_basis_to_changed,2,basic_constituent_order,mean_pooled,12,layer_12,0.9740000000000001,0.9474069734781123,0.9923350794863399,0.6220000000000001,0.5126044451871657,0.7304192467948717,0.5,word_tfidf,0.5,0.5,0.5,0.5002000000000001,0.4166641414141413,0.577401457367736,0.12180000000000002,,,,False,False,False
delta_direction_basis_to_changed,3,nominal_modifier_order,mean_pooled,10,layer_10,1.0,0.9999999999999999,1.0,0.5324,0.4195095984836878,0.6442508012820513,0.54,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.032399999999999984,,,,False,False,True
delta_direction_basis_to_changed,4,case_marking,final_token,8,layer_8,1.0,0.9999999999999999,1.0,0.966,0.9291623769507804,0.9931970373376623,0.9,word_tfidf,0.7008,0.6017813798701299,0.7947264955761509,0.6301999999999999,0.5202036824345122,0.7392283775252525,0.3358000000000001,,,,False,False,False
delta_direction_basis_to_changed,5,morphosyntactic_alignment,final_token,3,layer_3,0.9808,0.9565076855511638,0.9963869931754314,0.9684,0.9367792767577251,0.9895836459583834,0.86,word_tfidf,0.9462,0.90625730259324,0.979532935213427,0.844,0.7687134593214756,0.913671875,0.12440000000000007,,,,False,False,False
delta_direction_basis_to_changed,6,transitivity_valency,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,True,False,False
delta_direction_basis_to_changed,7,voice_and_agent_prominence,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.98,0.9560702405282676,0.9967987515006002,0.92,word_tfidf,0.5,0.3825604217980296,0.6251006441223832,0.875,0.8040315413752913,0.9328866988629307,0.10499999999999998,,,,True,False,False
delta_direction_basis_to_changed,8,causativity_and_valency_change,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9600000000000001,0.9212846377518021,0.9855769230769231,0.8,word_tfidf,0.5886,0.4731109532828284,0.7007915711447164,0.47959999999999997,0.3645241477272728,0.5891433298107891,0.4804000000000001,,,,False,False,False
delta_direction_basis_to_changed,9,analytic_vs_synthetic_encoding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5,0.3981481481481482,0.6062690131132012,0.5197999999999999,0.4081422463768117,0.6322565786314526,0.48020000000000007,,,,True,False,False
delta_direction_basis_to_changed,10,morphological_segmentation_type,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9772000000000001,0.9503009744169921,0.9943977591036415,0.9,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.47720000000000007,,,,True,False,False
delta_direction_basis_to_changed,11,agreement_indexing_density,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.7316,0.6161429924242425,0.8287426948051948,0.5,char_tfidf,0.5,0.3901994721542228,0.6178506799354357,0.8766,0.8019821156162185,0.9326334511077159,-0.14500000000000002,,,,False,False,False
delta_direction_basis_to_changed,12,optionality_vs_obligatoriness_of_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.6644000000000001,0.5531230757389164,0.7687515885108468,0.54,word_tfidf,0.5,0.5,0.5,0.5,0.40395902360944386,0.5930109343737494,0.1644000000000001,,,,False,False,False
delta_direction_basis_to_changed,13,redundancy_cumulative_exponence,final_token,3,layer_3,1.0,0.9999999999999999,1.0,0.878,0.8104497313031797,0.9363487835166979,0.74,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.378,,,,False,False,False
delta_direction_basis_to_changed,14,definiteness_and_specificity,final_token,18,layer_18,1.0,0.9999999999999999,1.0,0.986,0.9631291399036532,1.0,0.98,char_tfidf,0.5924,0.4742953956483601,0.7049171098078687,0.6386000000000001,0.5288689281413087,0.7447250879655772,0.34739999999999993,,,,True,False,False
delta_direction_basis_to_changed,15,number_marking,final_token,19,layer_19,0.7864,0.6884030702902516,0.8715267896354852,0.4376,0.3243614954541477,0.5596084644522145,0.4,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,-0.06240000000000001,,,,False,True,True
delta_direction_basis_to_changed,16,gender_noun_class,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9884000000000001,0.9718482252141983,0.9991883116883117,0.94,word_tfidf,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,-0.011599999999999944,,,,True,False,False
delta_direction_basis_to_changed,17,animacy_and_humanness,final_token,20,layer_20,1.0,0.9999999999999999,1.0,0.9248,0.8696508196721311,0.965206892814131,0.8,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.42479999999999996,,,,False,False,False
delta_direction_basis_to_changed,18,person_marking_and_person_hierarchy,mean_pooled,11,layer_11,0.8996,0.8218155958624709,0.9612156346069389,0.8208,0.734763592937175,0.8948972094715629,0.72,word_tfidf,0.8238,0.7306167700437501,0.9021919846380358,0.8055999999999999,0.7107432303585051,0.8795839342948718,0.015200000000000102,,,,False,False,False
delta_direction_basis_to_changed,19,inclusive_exclusive_distinction,mean_pooled,9,layer_9,0.9908,0.9771586174242425,0.9991919923876446,0.9096000000000001,0.855068245684464,0.9536171428571428,0.76,word_tfidf,0.5,0.38766178085199826,0.6148329117147708,0.5,0.3854641675510783,0.6176266988695537,0.4096000000000001,,,,False,False,False
delta_direction_basis_to_changed,20,pronoun_richness_and_reduction,final_token,1,layer_1,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5,0.40943509615384616,0.589698527502689,0.5,0.41456299307162486,0.590506046037296,0.5,,,,True,False,False
delta_direction_basis_to_changed,21,possession_and_alienability,final_token,5,layer_5,0.9604,0.9259681637077908,0.9878271260744086,0.8735999999999999,0.8003185984252386,0.9350703570534586,0.76,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.37359999999999993,,,,False,False,False
delta_direction_basis_to_changed,22,tense_prominence,final_token,1,layer_1,0.8248,0.741866038961039,0.898042954636692,0.9252,0.8687497462753218,0.9721069343800322,0.86,char_tfidf,0.7196,0.6221129445102513,0.8106910647301271,0.7458,0.6487268518518519,0.8283170162416086,0.1794,,,,False,True,False
delta_direction_basis_to_changed,23,aspect_and_event_structure,final_token,18,layer_18,0.9616,0.9266772411616161,0.985945429181109,0.38359999999999994,0.2801779891304348,0.4951696627647714,0.46,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,-0.11640000000000006,,,,False,False,True
delta_direction_basis_to_changed,24,modality_and_mood,final_token,21,layer_21,0.9683999999999999,0.9371748699479792,0.9911690004014452,0.7444,0.6329106909875553,0.8355549492524282,0.62,word_tfidf,0.5,0.3860244785414166,0.6152632467532467,0.5,0.39351768283799543,0.6072750030244656,0.24439999999999995,,,,False,False,False
delta_direction_basis_to_changed,25,epistemic_modality,mean_pooled,0,layer_0,1.0,0.9999999999999999,1.0,0.7515999999999999,0.6448452976168754,0.84542077020202,0.82,word_tfidf,0.5,0.38779547275641035,0.610679527549177,0.6472,0.5341161253429011,0.7510116185897435,0.10439999999999994,,,,False,False,False
delta_direction_basis_to_changed,26,evidentiality,final_token,6,layer_6,0.8855999999999999,0.8210024350649351,0.9404335693885878,0.7020000000000001,0.5874076354679802,0.796685275974026,0.58,char_tfidf,0.7658,0.6595728000109793,0.8597071256038646,0.4866,0.3747379797824303,0.5949786098563271,0.2154000000000001,,,,False,False,False
delta_direction_basis_to_changed,27,mirativity_stance_and_affect_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,char_tfidf,0.98,0.9545736063950199,0.9975914494101843,0.9528,0.8962111299261084,0.9904091690084303,0.04720000000000002,,,,True,False,False
delta_direction_basis_to_changed,28,negation_and_polarity_structure,mean_pooled,2,layer_2,0.7867999999999999,0.6978327410509659,0.8634863812756224,0.9604,0.9235035133948176,0.9856030028559771,0.82,length_punct,0.5,0.5,0.5,0.5,0.5,0.5,0.46040000000000003,,,,False,True,False
delta_direction_basis_to_changed,29,quantifier_scope_and_distributivity,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9743999999999999,0.9471134142496848,0.99278875,0.84,char_tfidf,0.7435999999999999,0.639975827922078,0.837832352050304,0.6472,0.5372220643939395,0.7501106021661662,0.32719999999999994,,,,True,False,False
delta_direction_basis_to_changed,30,conditional_and_counterfactual_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9284,0.8754062499999999,0.9747899159663865,0.9,length_punct,0.5,0.5,0.5,0.5,0.5,0.5,0.4284,,,,False,False,False
delta_direction_basis_to_changed,31,subordination_and_embedding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.7468,0.6397802183977456,0.83219300519489,0.5,word_tfidf,0.5,0.38933903875559894,0.6168283719737895,0.5,0.384209375,0.6116147524350649,0.24680000000000002,,,,False,False,False
delta_direction_basis_to_changed,32,quotation_and_reported_speech_structure,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.8304,0.7549083975037408,0.8949893051448083,0.5,0.39332710376255614,0.6046026884283421,0.5,,,,True,False,False
delta_direction_basis_to_changed,33,discourse_relation_marking,final_token,5,layer_5,0.75,0.649279356060606,0.8516099999999999,0.0864,0.03899378717004044,0.1452691019589654,0.16,length_punct,0.5,0.5,0.5,0.5,0.5,0.5,-0.41359999999999997,,,,False,True,True
delta_direction_basis_to_changed,34,topic_comment_structure,mean_pooled,12,layer_12,0.944,0.8976048278854382,0.9775641025641025,0.9995999999999999,0.997598967471604,1.0,0.98,char_tfidf,0.6638000000000001,0.5592001859739935,0.7587327628740024,0.5784,0.46592648559444544,0.683290771113831,0.4211999999999999,,,,True,False,False
delta_direction_basis_to_changed,35,focus_and_given_new_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5,0.3855846487354476,0.6152645854014682,0.7238,0.6314052483974358,0.8030208339574183,0.2762,,,,True,False,False
delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,0.9556,0.9134615384615385,0.9834955234981198,0.9472,0.8971588635454182,0.9829646915584416,0.92,word_tfidf,0.9168,0.8558957389774091,0.9635416666666666,0.8086,0.7213873560981149,0.8910903330273358,0.13860000000000006,,,,False,False,False
delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.75,0.6514289772727273,0.8457963564213565,0.5,char_tfidf,0.8527999999999999,0.7581874102011494,0.9417334902711084,0.5512,0.4291675911490667,0.6589953244652834,0.19879999999999998,,,,False,False,False
delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,final_token,2,layer_2,1.0,0.9999999999999999,1.0,0.58,0.4653686112126009,0.6888557247350351,0.56,char_tfidf,0.87,0.7962982954545454,0.938007532051282,0.468,0.359792354476114,0.5772448263888889,0.11199999999999993,,,,False,False,True
delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,mean_pooled,14,layer_14,0.81,0.7133579961937047,0.8928814674908425,0.8816,0.8091980912364947,0.9437656959335459,0.84,word_tfidf,0.5,0.38856696457326895,0.6096571681557238,0.49999999999999994,0.3923406923155736,0.6096500441589723,0.3816000000000001,,,,False,True,False
delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,0.8508,0.7707825252525253,0.9151447353638562,0.518,0.4045461982113086,0.6335018770495864,0.5,char_tfidf,1.0,1.0,1.0,0.5,0.5,0.5,0.018000000000000016,,,,False,False,True
sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,12,layer_12,0.9683999999999999,0.9353669776853237,0.9915703254404934,0.9503999999999999,0.9098311734745081,0.9818211014196563,0.5,length_punct,0.7642,0.6659699508394155,0.8490415925729198,0.8332,0.748440194259522,0.9057793603096818,0.11719999999999986,0.8268000000000001,0.574,0.37639999999999996,False,False,False
sentence_basis_changed,2,basic_constituent_order,mean_pooled,8,layer_8,0.9216000000000001,0.8599646464646463,0.9675560095642063,0.5928,0.4787428863910077,0.7085708550782818,0.54,char_tfidf,0.8098,0.7135115191142101,0.8953418089695956,0.6178,0.5001950780312124,0.7236250501806503,-0.025000000000000022,0.6324,0.5771999999999999,0.015600000000000058,False,False,True
sentence_basis_changed,3,nominal_modifier_order,mean_pooled,9,layer_9,0.8944,0.8264672946859902,0.9478888888888889,0.5312,0.4198948153286898,0.6415161697574343,0.51,length_punct,0.7152,0.5990487306025833,0.8084943352340935,0.5142,0.39943812500000003,0.6286601740696278,0.017000000000000015,0.8271999999999999,0.49879999999999997,0.03240000000000004,False,False,True
sentence_basis_changed,4,case_marking,mean_pooled,18,layer_18,0.992,0.9786549088796964,0.999594200937951,0.9916,0.9771634615384616,1.0,0.97,char_tfidf,0.9024000000000001,0.8415985878489327,0.9529043697848045,0.982,0.9605302034182963,0.9963298286413709,0.009600000000000053,0.8603999999999999,0.5112,0.48040000000000005,True,False,False
sentence_basis_changed,5,morphosyntactic_alignment,mean_pooled,8,layer_8,0.8516,0.7672230113636364,0.9184376645314145,0.8208000000000001,0.7259772509003601,0.895059631642512,0.78,word_tfidf,0.9328,0.8784114728493124,0.9746416136239814,0.8757999999999999,0.8054054961497755,0.9366224999999999,-0.05499999999999983,0.6739999999999999,0.5504,0.2704000000000001,False,False,False
sentence_basis_changed,6,transitivity_valency,final_token,14,layer_14,0.864,0.7825031004547334,0.9294013127060373,0.9644,0.9290793749999999,0.9907963185274109,0.51,length_punct,0.9738,0.9432516766020865,0.9956093749999999,0.9964,0.9889259178743962,1.0,-0.03199999999999992,0.8572,0.6364000000000001,0.32799999999999996,False,False,False
sentence_basis_changed,7,voice_and_agent_prominence,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.8595999999999999,0.7856362592834204,0.9204633838383838,0.76,word_tfidf,1.0,0.9999999999999999,1.0,0.6286,0.50755509860127,0.736398042929293,0.23099999999999987,0.6216,0.64,0.2195999999999999,False,False,False
sentence_basis_changed,8,causativity_and_valency_change,final_token,13,layer_13,0.9952000000000001,0.9827926002131622,1.0,0.8572,0.7732105795502312,0.9253717542270531,0.8,length_punct,0.9802,0.9577294685990339,0.9960049619847939,0.7486,0.6536904580013824,0.8385746570277438,0.10859999999999992,0.7944,0.4915999999999999,0.36560000000000004,False,False,False
sentence_basis_changed,9,analytic_vs_synthetic_encoding,mean_pooled,7,layer_7,1.0,0.9999999999999999,1.0,0.9952,0.9863941490057562,1.0,0.93,word_tfidf,0.9952,0.9859098228663447,1.0,0.978,0.951092612108524,0.9956073727422003,0.017199999999999993,0.84,0.5836,0.41159999999999997,True,False,False
sentence_basis_changed,10,morphological_segmentation_type,mean_pooled,1,layer_1,0.9812,0.9569207755565994,0.9968031609195402,0.9556,0.9126370028721755,0.98798125,0.79,word_tfidf,1.0,0.9999999999999999,1.0,0.8608,0.772916958041958,0.933941098603688,0.0948,0.8659999999999999,0.5992,0.35640000000000005,False,False,False
sentence_basis_changed,11,agreement_indexing_density,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.7536,0.6473240115718418,0.8433344574059735,0.69,word_tfidf,1.0,0.9999999999999999,1.0,0.7365999999999999,0.63621148989899,0.8283462062709698,0.017000000000000126,0.7879999999999999,0.6024,0.1512,False,False,False
sentence_basis_changed,12,optionality_vs_obligatoriness_of_marking,mean_pooled,12,layer_12,0.9868000000000001,0.9664626941685766,1.0,0.6275999999999999,0.515224358974359,0.7396022041062803,0.58,char_tfidf,0.8948,0.8298620243691112,0.95500200080032,0.49939999999999996,0.3900041596542227,0.6224775296592066,0.12819999999999998,0.7052,0.5364,0.09119999999999995,False,False,False
